,date,mouse age,mouseID,slice,Valid,genotype,Sex,recording,protocol,duration,comments,temperature,recovery solution,Sampling Rate,recording solution,Perfusion speed,visible areas,dissection,slice type,file_name,path,image_path,harp,comments about slice
140,20.3.25,P17,12,slice6,,?,?,1.0,5-10-10,5.0,silent; LFP,36.0,sucrose,20KhZ,0Mg,3,,Oleg,horizontal,2025-03-20T15-19-24McsRecording,20-3-25\slice6,20-3-25\slice6\stack,OPEN,
141,20.3.25,P17,12,slice6,,?,?,2.0,5-10-10,10.0, LFPs,36.0,sucrose,20KhZ,0Mg,3,,Oleg,horizontal,2025-03-20T15-40-59McsRecording,20-3-25\slice6,20-3-25\slice6\stack,OPEN,
142,20.3.25,P17,12,slice6,,?,?,3.0,5-10-10,10.0,,36.0,sucrose,20KhZ,0Mg,3,,Oleg,horizontal,2025-03-20T15-58-22McsRecording,20-3-25\slice6,20-3-25\slice6\stack,OPEN,
143,21.3.25,P18,13,slice1,,?,male,1.0,5-10-10,5.0,spikes,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T10-30-21McsRecording,21-3-25\slice1,21-3-25\slice1\stack,OPEN,
144,21.3.25,P18,13,slice1,,?,male,2.0,5-10-10,10.0," LFP, Noise at around 6 min",36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-20T15-40-59McsRecording,21-3-25\slice1,21-3-25\slice1\stack,OPEN,
145,21.3.25,P18,13,slice1,,?,male,3.0,5-10-10,8.0,No activity;,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T11-09-44McsRecording,21-3-25\slice1,21-3-25\slice1\stack,OPEN,
146,21.3.25,P18,13,slice2,,?,male,1.0,5-10-10,5.0,"spikes, LFPs",36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T11-22-54McsRecording,21-3-25\slice2,21-3-25\slice2\stack-e,OPEN,
147,21.3.25,P18,13,slice2,,?,male,2.0,extra,1.0,At 10 min,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T11-33-19McsRecording,21-3-25\slice2,21-3-25\slice2\stack-e,OPEN,
148,21.3.25,P18,13,slice2,,?,male,3.0,5-10-10,10.0,Large long ,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T11-41-42McsRecording,21-3-25\slice2,21-3-25\slice2\stack-e,OPEN,
149,21.3.25,P18,13,slice2,,?,male,4.0,5-10-10,,,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T12-02-22McsRecording,21-3-25\slice2,21-3-25\slice2\stack-e,OPEN,
150,21.3.25,P18,13,slice3,,?,male,1.0,5-10-10,5.0,The picture is missing!!! the active electrodes are above hpc,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T12-20-48McsRecording,21-3-25\slice3,,OPEN,
151,21.3.25,P18,13,slice3,,?,male,,20-30,,Started at 20 min; recording until 50 min continuously,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T12-42-43McsRecording,21-3-25\slice3,,OPEN,
152,21.3.25,P18,13,slice4,,?,male,1.0,5-10-10,5.0,spikes ,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T13-20-16McsRecording,21-3-25\slice4,21-3-25\slice4\stack,OPEN,
153,21.3.25,P18,13,slice4,,?,male,2.0,10-40,40.0,"After 10 min, rec for 40 min; at 33 min not active  ",36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T13-29-38McsRecording,21-3-25\slice4,21-3-25\slice4\stack,OPEN,
154,21.3.25,P18,13,slice5,,?,male,1.0,5-10-10,5.0,DAC is -5min started,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T14-11-06McsRecording,21-3-25\slice5,21-3-25\slice5\stack,OPEN,
155,21.3.25,P18,13,slice5,,?,male,2.0,10-40,40.0,"After 10 min, rec for 40 min;  pump noise around 17min; spoild recording",36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T14-18-05McsRecording,21-3-25\slice5,21-3-25\slice5\stack,OPEN,
156,21.3.25,P18,13,slice6,,?,male,1.0,5-10-10,5.0,spikes,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T14-42-46McsRecording,21-3-25\slice6,21-3-25\slice6\stack,OPEN,
157,21.3.25,P18,13,slice6,,?,male,2.0,10-40,60.0,Very nice and very long recording with phase transitions,36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-21T14-52-28McsRecording,21-3-25\slice6,21-3-25\slice6\stack,OPEN,
158,25.3.25,P19,14,slice1,,?,male,1.0,5-10-10,6.0,"some spikes, pump noise! H4 and G5 are noisy",36.0,sucrose,20KhZ,0Mg,3,hpc,Uli,horizontal,2025-03-25T10-53-17McsRecording,25-3-25\slice1,25-3-25\slice1\stack,OPEN,
159,25.3.25,P19,14,slice1,,?,male,2.0,10-40,40.0,SLE at 8 min and a lot of SLEs afterwards,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T11-07-24McsRecording,25-3-25\slice1,25-3-25\slice1\stack,OPEN,
160,25.3.25,P19,14,slice2,,?,male,1.0,5-10-10,5.0,no activity; mb some spiking ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T12-19-52McsRecording,25-3-25\slice2,25-3-25\slice2\stack,OPEN,
161,25.3.25,P19,14,slice2,,?,male,2.0,10-40,10.0,No activity;,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T12-30-22McsRecording,25-3-25\slice2,25-3-25\slice2\stack,OPEN,
162,25.3.25,P19,14,slice3,,?,male,1.0,5-10-10,22.0,individual spikes;noise from camera at 14 min no activity,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T12-47-22McsRecording,25-3-25\slice3,25-3-25\slice3\stack,OPEN,
163,25.3.25,P19,14,slice4,,?,male,1.0,5-10-10,5.0,single spikes,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T13-15-56McsRecording,25-3-25\slice4,25-3-25\slice4\stack,OPEN,
164,25.3.25,P19,14,slice4,,?,male,2.0,10-40,60.0,started at 13 min; by 10 min only spikes; long bursts only after an hour ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T13-27-56McsRecording,25-3-25\slice4,25-3-25\slice4\stack,OPEN,
165,25.3.25,P19,14,slice5,,?,male,1.0,5-10-10,5.0,no clear activity,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T14-33-58McsRecording,25-3-25\slice5,25-3-25\slice5\stack,OPEN,
166,25.3.25,P19,14,slice5,,?,male,2.0,10-40,60.0,only spikes; LFP later; large event at 40 min; recording is very long 1.2h  ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-25T14-43-18McsRecording,25-3-25\slice5,25-3-25\slice5\stack,OPEN,
167,26.3.25,P20,15,slice1,,?,male,1.0,5-10-10,5.0,"spikes, single LFPs, very nice quality; slice is slightly non standard-- beginning of dorsal hpc",36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T10-37-19McsRecording,26-3-25\slice1,26-3-25\slice1\stack,OPEN,
168,26.3.25,P20,15,slice1,,?,male,2.0,10-40,60.0,no activity at 10 min; at 34 min LFPs,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T10-46-39McsRecording,26-3-25\slice1,26-3-25\slice1\stack,OPEN,
169,26.3.25,P20,15,slice2,,?,male,1.0,5-10-10,5.0,no activity; longer beginning because amplifier did not want to start,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T12-20-02McsRecording,26-3-25\slice2,26-3-25\slice2\stack,OPEN,
170,26.3.25,P20,15,slice2,,?,male,2.0,10-40,50.0,"started at 15 min Spill some spiking at 0 min, only some LFPs",36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T12-35-24McsRecording,26-3-25\slice2,26-3-25\slice2\stack,OPEN,
171,26.3.25,P20,15,slice3,,?,male,1.0,5-10-10,5.0,spiking,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T13-30-35McsRecording,26-3-25\slice3,26-3-25\slice3\stack2,OPEN,
172,26.3.25,P20,15,slice4,,?,male,2.0,10-40,50.0,spikes at the beginnning at 10 min; Some LFPs ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T13-41-55McsRecording,26-3-25\slice3,26-3-25\slice3\stack2,OPEN,
173,26.3.25,P20,15,slice4,,?,male,1.0,5-10-10,5.0,spikes,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T14-36-14McsRecording,26-3-25\slice4,26-3-25\slice4\stack,OPEN,
174,26.3.25,P20,15,slice4,,?,male,2.0,10-40,20.0,CSD at3 min + Video; Abort at 20 min. No activity ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T14-49-20McsRecording,26-3-25\slice4,26-3-25\slice4\stack,OPEN,
175,26.3.25,P20,15,slice5,,?,male,1.0,5-10-10,5.0,no activity ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T15-20-01McsRecording,26-3-25\slice5,26-3-25\slice5\stack,OPEN,
176,26.3.25,P20,15,slice5,,?,male,,10-40,20.0,no activity ,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T15-29-35McsRecording,26-3-25\slice5,26-3-25\slice5\stack,OPEN,
177,26.3.25,P20,15,slice6,,?,male,1.0,5-10-10,5.0,More dorsal parts of hpc,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T15-45-41McsRecording,26-3-25\slice6,26-3-25\slice6\stack,OPEN,
178,26.3.25,P20,15,slice6,,?,male,2.0,10-40,,spiking at the beginnning; CSD at around 13 min (rec 20ms frames) ; no activity after,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T15-54-35McsRecording,26-3-25\slice6,26-3-25\slice6\stack,OPEN,
179,26.3.25,P20,15,slice7,,?,male,,5-10-10,5.0,C10 is noisy,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T16-19-27McsRecording,26-3-25\slice7,26-3-25\slice7\stack,OPEN,
180,26.3.25,P20,15,slice7,,?,male,,5-10-10,60.0,C10 is noisy,36.0,sucrose,20KhZ,0Mg,3,hpc,Oleg,horizontal,2025-03-26T16-29-14McsRecording,26-3-25\slice7,26-3-25\slice7\stack,OPEN,
